Time (hours),Date/Time,Temperature (ºC)_incubator,Humidity (%RH)_incubator,Pressure (hPA)_incubator,Light (lux)_incubator,Temperature (ºC)_hypomagnetic,Humidity (%RH)_hypomagnetic,Pressure (hPA)_hypomagnetic,Light (lux)_hypomagnetic
2.533333333333333,2024-06-06 22:32:00+00:00,20.5525,60.8425,999.465,0.0,20.255000000000003,62.125,1000.1475,0.0
2.5166666666666666,2024-06-06 22:31:00+00:00,20.575,60.8275,999.465,0.0,20.2475,62.13249999999999,1000.165,0.0
2.5,2024-06-06 22:30:00+00:00,20.56,60.84,999.46,0.0,20.25,62.13249999999999,1000.16,0.0
2.4833333333333334,2024-06-06 22:29:00+00:00,20.5725,60.8325,999.485,0.0,20.245,62.1425,1000.1675,0.0
2.466666666666667,2024-06-06 22:28:00+00:00,20.5525,60.8375,999.4525,0.0,20.245,62.14,1000.1475,0.0
2.45,2024-06-06 22:27:00+00:00,20.57,60.82,999.43,0.0,20.2425,62.1425,1000.1525,0.0
2.433333333333333,2024-06-06 22:26:00+00:00,20.566666666666663,60.81666666666666,999.3933333333332,0.0,20.235,62.145,1000.1325,0.0
2.4166666666666665,2024-06-06 22:25:00+00:00,20.57,60.8275,999.43,0.0,20.24,62.17,1000.125,0.0
2.4,2024-06-06 22:24:00+00:00,20.5575,60.83,999.4675,0.0,20.2375,62.1425,1000.1625,0.0
2.3833333333333333,2024-06-06 22:23:00+00:00,20.5575,60.835,999.4775,0.0,20.23,62.1425,1000.19,0.0
2.3666666666666667,2024-06-06 22:22:00+00:00,20.565,60.815,999.485,0.0,20.225,62.155,1000.1825,0.0
